YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2560,ภาคกลาง,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,352,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",177,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4375,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,491,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,692,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,304,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4804,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,การศึกษา,294,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",337,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,95,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3359,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19997,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17363,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6813,บาท,สำนักงานสถิติแห่งชาติ
